"response","phat"
"NOBUY",0.0225213190243413
"NOBUY",0.0209075261567387
"NOBUY",0.029420557897409
"NOBUY",0.020200930769505
"NOBUY",0.0163795224698645
"NOBUY",0.012220801912317
"NOBUY",0.0292794285789411
"NOBUY",0.0267202903472892
"NOBUY",0.220299409397136
"NOBUY",0.0129066682650294
"NOBUY",0.0139870688481295
"NOBUY",0.0315607605628136
"NOBUY",0.104091994730465
"NOBUY",0.0129066682650294
"NOBUY",0.0890803673930258
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0145509286223048
"NOBUY",0.0129066682650294
"NOBUY",0.0129066682650294
"NOBUY",0.0478881937595413
"NOBUY",0.0129066682650294
"NOBUY",0.012220801912317
"NOBUY",0.0129066682650294
"NOBUY",0.0768084069910567
"NOBUY",0.0154730242179829
"NOBUY",0.0208591043110723
"NOBUY",0.0431205087369949
"NOBUY",0.0167004796113567
"NOBUY",0.0125637461446123
"NOBUY",0.0133561602658629
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"BUY",0.0145411378665737
"NOBUY",0.0129066682650294
"NOBUY",0.012220801912317
"NOBUY",0.145287172323935
"NOBUY",0.0129066682650294
"NOBUY",0.012220801912317
"NOBUY",0.0129066682650294
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0129066682650294
"NOBUY",0.012220801912317
"NOBUY",0.0144322398758808
"NOBUY",0.0138235237389131
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0185673227235687
"NOBUY",0.0784510802193967
"NOBUY",0.0125899421354322
"NOBUY",0.012270502197412
"NOBUY",0.012220801912317
"NOBUY",0.068207493503962
"NOBUY",0.012220801912317
"NOBUY",0.0127122361656768
"NOBUY",0.0666153184157052
"NOBUY",0.0126350451372162
"NOBUY",0.0127630632010945
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0498721510963585
"NOBUY",0.012220801912317
"NOBUY",0.0122957734948006
"NOBUY",0.0178638800245281
"NOBUY",0.012220801912317
"NOBUY",0.0305135816595102
"NOBUY",0.0288517935098041
"NOBUY",0.0403404914128855
"NOBUY",0.0131526238170652
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0122601101280294
"NOBUY",0.0745356361327036
"NOBUY",0.019973783436483
"NOBUY",0.0279391829589351
"NOBUY",0.0129994519922442
"NOBUY",0.0168978518198098
"NOBUY",0.0364874514255065
"NOBUY",0.0138601460121816
"NOBUY",0.0134763787125479
"NOBUY",0.0130057469158991
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0217010999859133
"NOBUY",0.012220801912317
"NOBUY",0.036036878486181
"NOBUY",0.012220801912317
"NOBUY",0.0143943257492423
"NOBUY",0.012220801912317
"NOBUY",0.0370449818332177
"NOBUY",0.0127281107133629
"NOBUY",0.012220801912317
"NOBUY",0.0126772654574614
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0231733202071477
"NOBUY",0.012220801912317
"NOBUY",0.0136304962319206
"NOBUY",0.012989907926657
"NOBUY",0.012220801912317
"NOBUY",0.0132521828828217
"NOBUY",0.012691912091593
"NOBUY",0.0294601611264851
"NOBUY",0.0364851013915241
"NOBUY",0.0166688359117988
"NOBUY",0.0264777283944647
"NOBUY",0.0140165811122984
"NOBUY",0.0138616970304043
"NOBUY",0.012220801912317
"NOBUY",0.0172044230290324
"NOBUY",0.012220801912317
"NOBUY",0.0231833862188789
"NOBUY",0.0374716762218575
"NOBUY",0.0129066682650294
"NOBUY",0.0455411630013301
"NOBUY",0.116782370785972
"NOBUY",0.0136304962319206
"BUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0419848845028713
"BUY",0.0140834611998976
"NOBUY",0.0132099991324131
"NOBUY",0.012220801912317
"NOBUY",0.0253628013967971
"NOBUY",0.012220801912317
"NOBUY",0.0129066682650294
"NOBUY",0.012220801912317
"NOBUY",0.0130891947803069
"NOBUY",0.0143943257492423
"NOBUY",0.0173439850195207
"NOBUY",0.0122541628657491
"NOBUY",0.012263628060147
"NOBUY",0.0143181347706718
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"BUY",0.0728604907873916
"NOBUY",0.0136304962319206
"NOBUY",0.014292406847433
"NOBUY",0.012220801912317
"NOBUY",0.0124401142842605
"NOBUY",0.0138689834340722
"NOBUY",0.0139889652199335
"NOBUY",0.012220801912317
"NOBUY",0.0817194923293971
"NOBUY",0.0148467152717434
"NOBUY",0.0147674170956233
"NOBUY",0.0143943257492423
"NOBUY",0.0138025542554194
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0129066682650294
"NOBUY",0.0219668599727539
"NOBUY",0.0701383106250664
"NOBUY",0.012220801912317
"NOBUY",0.0136304962319206
"NOBUY",0.0252627009429674
"NOBUY",0.023764689560623
"NOBUY",0.0709954388281075
"NOBUY",0.0136304962319206
"NOBUY",0.0315930577221309
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0202109582247363
"NOBUY",0.0129386701331677
"NOBUY",0.0129066682650294
"BUY",0.012220801912317
"NOBUY",0.0122623422888802
"NOBUY",0.0129305627689203
"NOBUY",0.173517412349277
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0145348243604283
"NOBUY",0.0124188595735619
"NOBUY",0.133009841411617
"NOBUY",0.012220801912317
"NOBUY",0.0475447292193802
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.012220801912317
"NOBUY",0.0162085397210205
"NOBUY",0.012220801912317
