"official","gender","age"
238.7,"M",59
228.63,"M",42
213.07,"M",40
213.5,"M",46
207.43,"M",49
212.7,"F",45
216.37,"M",40
211.05,"M",50
265.27,"M",42
220.87,"M",49
234.3,"M",44
207.42,"M",54
207.42,"F",22
225.5,"M",55
314.45,"M",55
213.9,"M",42
211.4,"M",46
238.95,"M",40
266.5,"M",51
275.95,"F",39
250.77,"M",49
228.15,"M",42
215.08,"M",44
204.28,"F",33
225.33,"M",44
212.98,"M",50
223.88,"M",51
292.32,"M",44
214.12,"M",44
211.43,"F",35
255.88,"M",48
207.45,"M",43
251.25,"M",40
231.38,"F",32
228.03,"M",42
209.3,"M",41
215.6,"F",37
242.4,"M",47
228.17,"M",41
241.12,"M",45
215.58,"F",34
241.27,"M",40
236.92,"M",41
245.13,"M",44
210.08,"F",35
223.17,"F",43
231.23,"M",42
219.23,"M",40
210.25,"F",26
211.6,"M",45
231.67,"M",42
233.28,"M",46
213.88,"M",44
222.08,"M",54
242.48,"M",40
225.98,"M",43
228.88,"M",42
256.88,"M",43
212.75,"M",40
216.7,"M",53
238.72,"M",45
212.37,"M",54
250.65,"M",54
212.72,"F",26
211.57,"M",54
217.85,"F",29
253.72,"M",56
263.02,"M",56
238.5,"M",41
241.98,"M",40
262.2,"M",42
211.67,"M",42
240.97,"M",40
252.08,"M",47
239.98,"M",43
210.4,"F",30
232.65,"M",49
252.63,"M",53
218.67,"F",29
217.55,"M",46
255.03,"M",41
210.35,"M",40
223.8,"F",32
239.27,"M",40
200.93,"F",23
233.8,"M",45
212.82,"F",43
235.58,"M",46
235.25,"M",41
228.32,"F",25
211.93,"M",45
250.57,"F",23
212.1,"M",45
236.95,"M",41
280.52,"M",43
228.57,"M",49
239.43,"M",43
227.83,"F",36
240.95,"M",46
238.45,"M",47
224.75,"M",40
212.97,"M",43
235.8,"M",44
222.87,"M",50
226.7,"M",50
222.07,"F",25
232.18,"M",63
248.12,"M",42
203.35,"M",45
217.83,"M",50
225.53,"M",41
212.5,"M",51
225.57,"M",48
218.58,"M",49
224.25,"M",53
217.57,"M",50
270.58,"M",40
210.4,"M",40
223.05,"M",43
209.5,"F",35
323.25,"M",41
230.95,"M",52
218.1,"M",57
223.27,"M",47
249.72,"F",41
330.35,"M",44
218.08,"M",48
197.78,"F",23
210.15,"M",41
220.73,"M",47
234.33,"F",20
242.62,"M",52
211.3,"M",45
242.18,"M",50
223.62,"M",45
234.72,"M",55
242.58,"M",50
224.67,"M",45
219.12,"M",45
241.78,"M",49
226.58,"M",50
232.07,"M",47
238.03,"M",43
255.95,"M",48
219.63,"F",37
215.18,"F",26
223.45,"F",32
216.38,"M",45
208.05,"F",45
226.5,"M",42
227.92,"M",41
229.07,"M",40
220.35,"M",40
219.88,"M",42
209.48,"M",47
223.02,"M",55
211.92,"M",53
204.98,"M",47
203.7,"F",31
214.9,"M",40
240.95,"M",44
210.75,"M",46
203.43,"F",36
219.85,"M",51
211.58,"M",45
269.45,"M",41
208.3,"M",58
214.65,"M",53
217.87,"M",40
228,"M",42
254.52,"M",53
263.77,"M",46
238.9,"F",46
230.63,"M",49
212.43,"F",21
265.28,"F",36
208.33,"M",56
205.72,"F",38
218.27,"F",23
234.4,"F",30
258.45,"M",40
219.07,"M",52
238.37,"M",47
220.58,"M",41
207.15,"M",50
220.92,"F",40
225.48,"F",34
213.63,"M",45
234.67,"M",46
220.77,"M",53
227.28,"M",46
230.95,"M",45
205.18,"F",35
230.95,"F",26
210.28,"M",53
236.8,"M",55
214.12,"F",30
255.55,"M",47
208.85,"F",34
207.25,"M",47
210.4,"F",25
211.68,"M",52
218.27,"M",48
256.52,"F",26
201.3,"F",33
208.08,"M",46
213.45,"F",40
217.9,"M",48
242.35,"M",47
227.02,"M",50
233.55,"M",45
223.45,"M",48
239.92,"M",46
217.93,"M",51
215.42,"F",37
215.7,"F",49
239.57,"F",38
234.15,"M",48
230.55,"M",46
259,"M",54
269.5,"M",50
217.33,"M",48
228.83,"M",52
269.93,"M",46
228.67,"M",51
218.63,"M",46
215.55,"M",46
241.1,"M",49
224.03,"M",48
206.8,"F",31
225.45,"M",46
238.28,"M",61
213.87,"M",50
210.47,"F",29
232.83,"M",54
217.17,"M",52
212.92,"M",47
232.02,"F",31
208.22,"M",47
236.73,"F",24
273.13,"M",47
238.73,"M",51
225.57,"M",52
239.12,"M",46
200.4,"F",41
278.45,"M",45
227.5,"M",45
243.35,"M",48
201.3,"M",50
219.05,"M",47
221.62,"F",25
246.05,"M",45
279.58,"M",46
209.62,"M",62
222.62,"F",40
240.68,"M",50
222.15,"M",47
208.57,"M",57
235.17,"M",52
220.6,"M",48
223.25,"M",46
230,"F",41
229.6,"M",49
211.22,"F",26
261.05,"M",47
217.8,"F",33
210.42,"F",30
209.58,"M",45
230.17,"M",52
238.68,"M",50
226.67,"M",56
228.83,"F",23
214.7,"M",57
212.22,"M",46
208.88,"M",48
208.93,"F",47
212.28,"M",48
211.28,"F",50
248.87,"M",48
220.45,"M",55
231.43,"M",51
261.08,"M",56
221.65,"M",47
244.5,"M",61
224.62,"F",33
236.25,"M",45
220.47,"F",24
231.37,"M",50
212.2,"F",35
210.87,"F",39
214.32,"F",36
211.8,"M",55
225.4,"M",45
205.08,"M",45
234,"M",51
220.43,"M",56
220.27,"M",47
211.65,"F",33
225.7,"M",50
227.97,"M",44
196.77,"F",26
210.37,"M",50
259.05,"M",42
235.92,"M",46
211.3,"M",51
277.1,"M",48
240.9,"M",50
207.93,"M",48
281.43,"M",49
234.62,"M",49
235.87,"M",48
244.17,"F",37
220.03,"F",39
224.52,"M",51
224.8,"F",34
233.17,"F",28
226.23,"M",46
221.22,"M",53
242.82,"M",46
230.15,"M",51
205.93,"M",52
253.38,"M",45
220.27,"M",46
207.85,"M",59
223.57,"M",40
260.4,"M",50
210.95,"F",44
220.33,"M",46
210.53,"F",40
308.33,"M",52
248.9,"M",49
239.4,"M",50
202.23,"F",21
216.97,"M",57
208.48,"M",47
229.9,"M",47
234.22,"F",22
217.38,"M",51
232.13,"M",50
205.57,"M",45
238.9,"M",46
217.25,"M",49
216.62,"F",27
217.6,"F",36
242.57,"F",29
208.43,"F",25
226,"M",49
226.5,"F",27
226.62,"F",39
206.08,"M",45
211.8,"M",49
211.77,"F",31
219.15,"F",26
208.9,"M",55
233.75,"M",46
267.48,"M",52
226.02,"F",35
207.98,"M",46
239.82,"M",46
231.43,"F",25
200.83,"M",46
232.4,"M",45
203.02,"M",52
246.03,"F",45
271.4,"M",45
236.05,"F",29
246.28,"M",46
266.27,"F",23
232.72,"M",52
213.82,"F",39
216.32,"F",43
215.13,"M",46
207.55,"M",51
205.67,"F",29
212.48,"M",45
233.37,"M",49
220.23,"M",50
258.28,"F",26
219.2,"F",46
230.25,"M",51
200.05,"F",42
240.02,"M",45
209.48,"F",23
253.92,"M",46
227.95,"M",48
243.55,"M",42
234.93,"M",50
242.22,"M",46
223.47,"F",33
222.2,"M",48
215.7,"M",53
248.43,"M",48
221.85,"M",45
221.27,"M",45
295.57,"M",48
243.08,"M",51
239.75,"F",23
212.02,"M",46
212.67,"M",57
255.32,"M",50
221.12,"F",37
220.08,"M",45
300.93,"M",47
215.43,"M",45
228.63,"M",51
222.18,"F",32
223.67,"M",44
207.75,"F",38
205.32,"M",43
208.38,"F",28
221.92,"M",47
262.92,"M",47
212.6,"M",45
212.23,"M",50
208.23,"M",48
203.98,"F",25
224.9,"M",59
236.42,"M",46
257.07,"M",53
214,"F",25
199.63,"M",46
226.92,"M",47
201.62,"F",41
227.98,"M",49
255.75,"M",49
218.13,"M",57
228.5,"F",37
253.53,"M",49
204.93,"F",22
242.38,"M",50
216.47,"F",24
226.65,"M",54
224.52,"M",51
218.48,"M",47
287.75,"M",52
194.5,"M",51
217.97,"M",49
225.9,"M",45
215.95,"F",43
241.4,"F",26
260.78,"M",50
243.72,"M",45
217.18,"M",56
270.45,"M",49
273.05,"M",45
221.35,"M",46
221.02,"M",46
238.77,"M",49
207.52,"F",33
215.35,"F",42
225.88,"M",45
241.43,"M",50
208.92,"M",46
214.8,"M",49
212.13,"M",52
204.85,"M",51
236.25,"M",45
222.5,"M",46
287.05,"M",50
223.2,"M",49
230.4,"M",49
201.32,"F",27
213.43,"M",52
203.8,"M",47
215.65,"F",27
220.45,"F",46
188.12,"M",45
223.53,"F",35
218.98,"M",46
224.52,"F",28
233.4,"M",46
239.58,"M",45
207.68,"M",54
236.8,"M",50
224.48,"M",50
207.87,"F",30
215.92,"F",20
206.1,"F",29
227.7,"M",46
234.45,"M",53
193.55,"F",32
238.68,"F",28
249.7,"M",45
259.1,"M",47
330.93,"M",41
244.13,"M",46
241.98,"M",47
212.08,"M",53
222.75,"M",48
212.95,"M",53
282.52,"F",36
220.6,"F",40
229.03,"F",35
231.45,"M",51
233.65,"M",48
225.1,"M",46
227.03,"M",49
257.4,"M",48
244.27,"M",52
218.87,"M",53
211.47,"F",43
225.72,"M",49
218.95,"F",25
200.72,"F",34
213.1,"F",24
217.27,"M",48
235.97,"M",51
224.33,"M",44
240.62,"M",53
240.8,"F",38
225.97,"M",51
219.6,"F",27
207.45,"M",48
209.82,"F",30
244.1,"M",53
250.37,"F",44
209.85,"M",47
222.48,"M",49
226.65,"M",45
237.92,"M",58
228.17,"M",47
218.82,"M",55
211.37,"F",31
313.97,"M",49
253.52,"F",21
221.88,"M",49
219.97,"F",41
220.7,"M",56
242.3,"M",46
217,"F",43
231.12,"F",47
215.48,"F",36
228.95,"M",53
285.68,"M",49
215.72,"F",30
213.3,"M",50
257.13,"F",24
220.38,"M",48
218.33,"M",55
194.78,"M",47
199.47,"M",47
210.37,"M",45
222.97,"M",51
203.13,"M",46
204.03,"M",45
216.92,"F",29
209.65,"F",33
223.95,"F",44
219.8,"M",55
212.68,"M",55
219.67,"F",36
238.58,"M",45
238.82,"M",46
207.3,"M",46
243.67,"M",57
204.72,"F",30
227.48,"F",42
219.43,"M",53
203.3,"M",62
239.97,"F",36
227.98,"M",51
255.65,"M",55
225.27,"M",58
249.22,"M",48
279.35,"F",31
266.63,"F",29
227.95,"M",48
229.65,"M",48
228.78,"M",47
235.28,"M",45
226.98,"M",45
227.77,"M",47
212.28,"M",50
245.82,"M",57
214.62,"F",26
217.55,"M",52
292.2,"F",39
238.58,"M",45
238.12,"M",57
232.82,"M",45
233.35,"M",55
223.87,"F",41
232.6,"M",48
228.37,"M",49
216.45,"F",23
231.55,"M",47
223.07,"M",47
228.87,"M",45
215.12,"M",50
278.8,"M",47
240.3,"M",47
227.37,"M",55
224.65,"F",42
197.32,"F",26
222.53,"M",45
219.8,"M",46
236.53,"M",45
237.77,"M",45
228.08,"M",51
213.73,"M",47
247.15,"M",45
242.63,"M",49
226.15,"M",53
236.32,"M",45
219.75,"M",49
223.57,"M",46
238.63,"M",48
209.52,"F",36
226.5,"F",42
254.82,"M",57
219.35,"M",50
234.15,"M",50
214.72,"F",40
213.4,"M",47
211.87,"M",45
237.27,"F",34
212.53,"M",50
233.2,"M",46
229.13,"M",48
216.47,"F",41
226.5,"F",52
225.75,"M",49
225.82,"F",32
223.18,"M",50
220.15,"F",45
228.47,"M",50
271.92,"M",65
220.83,"M",45
204.32,"F",28
246.68,"M",47
254.5,"M",47
220.92,"F",30
218.5,"M",46
233.45,"M",52
202.87,"M",46
217.57,"M",46
227.73,"M",51
215.87,"M",51
234.77,"M",49
257.52,"M",46
217.78,"M",49
220.77,"F",39
223.82,"M",47
238.77,"M",45
226.3,"M",45
241.13,"M",50
263.97,"M",49
218.55,"M",51
214.28,"M",46
212.18,"F",37
226.92,"F",25
220.15,"M",55
216.38,"M",55
267.43,"F",39
253.6,"M",49
223.85,"M",45
237.93,"F",31
244.12,"M",52
242.6,"M",47
223,"F",27
213.88,"M",49
240.77,"M",50
250.15,"M",48
211.95,"M",49
206.05,"F",33
280.4,"M",48
209.28,"M",45
227.67,"M",47
233.57,"M",48
218.55,"M",55
217.53,"M",50
214.13,"M",53
219.98,"M",47
313.63,"M",52
239.75,"M",51
216.18,"M",45
213.13,"M",63
230.23,"M",49
220.52,"M",55
228.63,"M",56
217.08,"F",22
211.42,"M",56
223.37,"F",35
205.48,"F",43
199.85,"M",47
242.82,"M",47
231.67,"M",46
208.4,"M",46
216.88,"F",26
230.37,"M",52
230,"M",46
253.25,"M",55
231.85,"M",50
211.73,"M",47
233.6,"F",33
214.55,"F",26
219.68,"F",28
232.67,"M",60
230.63,"M",46
214.78,"F",33
234.8,"M",49
238.6,"F",49
222.23,"M",45
235.7,"M",50
245.25,"M",45
218.2,"M",45
208.12,"F",44
217,"F",31
293.98,"M",46
238.18,"M",47
267.4,"M",46
229.5,"M",45
243.5,"M",50
254.32,"M",47
225.63,"M",45
236.57,"M",53
260.37,"M",47
214.7,"M",48
228.7,"F",28
227.13,"F",32
259.03,"M",49
210.47,"F",40
214.92,"F",23
225.72,"M",47
238.8,"M",47
207.47,"M",49
226.17,"M",55
274.13,"M",51
220.65,"M",48
268.62,"F",29
223.78,"M",58
244.43,"M",51
259.17,"M",48
228.08,"M",48
216.87,"M",47
229.13,"F",24
232.6,"M",46
310.45,"M",48
244.7,"M",48
262.33,"M",52
211.08,"M",51
231.18,"F",27
217.9,"M",46
219.27,"M",48
237.52,"F",39
286.07,"M",48
228.43,"M",46
223.82,"M",45
222.77,"M",45
217.03,"F",36
243.98,"M",47
226.25,"M",52
236.75,"M",53
231.75,"M",68
224.28,"M",55
201.02,"F",40
219.03,"M",51
216.1,"M",58
225.63,"M",51
206.15,"M",46
225.65,"M",53
270.55,"M",50
222.27,"M",48
226.47,"M",58
223,"M",48
279.25,"F",28
205.5,"F",40
204.5,"M",53
248.15,"M",41
251.87,"M",50
250.67,"M",48
214.1,"M",46
215.18,"M",46
265.33,"M",53
223.68,"M",50
233.22,"M",46
275.4,"M",45
238.9,"M",48
215.78,"M",54
212.38,"M",45
262.88,"M",46
251.42,"M",47
239.85,"M",54
229.9,"M",46
244.12,"M",52
217.4,"M",48
229.5,"M",60
228.03,"M",52
245.2,"M",50
226.42,"M",38
254.05,"M",49
252.87,"M",48
221.25,"M",47
233.3,"F",30
222.95,"F",35
242.75,"M",47
258.2,"M",48
237.47,"M",51
239.65,"M",51
212.27,"F",40
228.47,"F",38
223.6,"M",52
231.27,"M",47
205.47,"M",51
212.25,"M",49
250.27,"M",46
240.63,"M",66
313.93,"M",48
229.32,"M",48
237.58,"F",24
261.7,"M",45
216.12,"F",41
240.62,"M",48
242.83,"M",50
245.15,"M",54
252.3,"M",45
230.53,"M",47
231.38,"M",45
203.45,"M",45
225.83,"F",41
222.57,"M",47
257.77,"M",46
233.75,"M",48
214.33,"M",50
216.72,"F",28
244.08,"M",57
228.98,"M",48
211.72,"M",45
216,"M",49
198.4,"F",27
225.52,"F",23
251.15,"M",52
249,"M",50
240.38,"M",50
242.33,"M",53
226.05,"F",23
208.57,"F",33
251.17,"F",43
237.5,"M",51
222.98,"M",46
237.65,"M",49
214.32,"F",30
249.93,"M",45
236.03,"M",46
220.85,"F",45
234.12,"M",53
215.58,"M",46
238.65,"M",45
213.47,"M",46
222.7,"M",45
214.03,"M",53
229.2,"M",46
215.82,"F",30
219.77,"M",56
244.25,"M",52
234.58,"F",47
221.43,"M",45
239.2,"F",32
215.53,"M",52
211.55,"M",50
232.68,"F",26
217.65,"M",49
223.4,"F",42
235.75,"F",42
220.5,"M",46
225.43,"M",52
276.1,"M",57
220.57,"M",48
247.3,"F",39
217.82,"M",53
262.7,"M",47
225.72,"M",46
220.72,"F",33
224.18,"F",28
220.07,"M",54
217.9,"F",29
224.63,"M",57
229.45,"F",34
234.72,"M",51
226.82,"M",50
225.45,"F",38
245.1,"F",27
221.25,"M",46
227.27,"M",46
262.03,"M",53
240.7,"M",53
225.53,"F",35
220,"F",24
234.7,"M",52
217.73,"M",57
222.63,"M",50
209.88,"M",53
264.05,"M",52
219.73,"M",45
260.9,"M",45
248.45,"M",45
272.72,"F",37
227.05,"M",51
198.08,"F",24
221.48,"M",50
226.12,"M",48
244.22,"M",45
217.17,"F",29
219.87,"F",29
199.17,"M",45
226.57,"M",47
302.22,"M",50
226.38,"M",47
235.38,"M",54
232.82,"M",47
242.38,"M",46
221.4,"M",47
217.45,"F",26
241.15,"M",46
254.7,"M",48
237.47,"M",46
237.77,"F",24
246.47,"F",34
224.78,"M",50
243.65,"M",50
215.25,"M",47
229.07,"F",27
203.9,"M",29
235.92,"F",38
276.5,"M",49
207.93,"F",27
221.6,"F",27
223.62,"M",48
304.17,"M",45
232.87,"M",52
234.6,"M",45
222.4,"F",33
231.9,"M",47
231.15,"F",29
223.13,"F",36
218.47,"M",49
236.13,"F",35
224.57,"M",49
202.63,"M",45
214.02,"F",31
219.65,"F",26
249.92,"M",52
244.22,"M",46
323.22,"M",47
221.73,"M",48
221.12,"F",36
249.32,"M",45
228.77,"M",53
282.37,"M",50
232.13,"M",49
224.52,"M",55
211.3,"F",36
222.92,"F",22
238.67,"F",37
240.73,"M",52
230.65,"F",45
204.68,"F",25
225.38,"M",51
246.43,"M",48
234.42,"M",45
222.25,"M",50
219.33,"M",49
224.57,"M",48
233.3,"M",50
219.33,"M",45
207.88,"M",45
268.53,"M",51
224.3,"M",54
225.25,"F",26
219.73,"M",51
212.3,"F",26
212.3,"F",26
237.27,"M",48
243.22,"M",50
219.23,"M",51
246.97,"M",49
233.7,"M",52
243.15,"M",46
247.25,"F",46
211.82,"M",52
222.2,"M",50
228.7,"M",52
222.63,"F",40
207.77,"M",47
250.77,"M",48
247.22,"M",46
236,"M",50
237,"M",51
231.62,"M",45
220.4,"M",47
239.75,"F",26
234.87,"M",50
216.42,"F",26
223.07,"M",49
229.3,"M",54
209.75,"M",48
233.97,"M",47
216.85,"F",40
220.93,"M",45
242.03,"F",46
239.18,"F",23
238.78,"M",49
228.37,"M",51
197.62,"F",31
277.73,"M",46
243.83,"M",46
217.75,"M",58
222.68,"F",26
227.57,"M",46
232.67,"M",48
255.42,"M",47
224.95,"M",56
228.47,"F",36
218.6,"M",46
225.38,"F",33
214.3,"M",57
254.07,"M",46
228.53,"M",40
224.85,"M",49
262.52,"F",37
233.03,"M",50
230.22,"M",50
227.23,"M",52
232.18,"M",50
257.65,"F",31
232.45,"M",52
234.75,"F",33
203.93,"M",46
232.2,"M",55
213.98,"F",38
222.97,"F",27
256.68,"M",51
255.72,"M",49
215.78,"F",25
233.58,"M",46
229.65,"F",35
230.37,"M",45
238.58,"M",49
221.17,"F",23
227.53,"F",29
226.85,"F",27
250.62,"M",56
229.72,"F",30
209.98,"F",35
221.08,"M",49
221.43,"F",30
231.92,"M",45
210.13,"F",42
209.47,"F",35
225.1,"M",50
229.07,"M",47
245.05,"M",61
223.15,"F",44
221.25,"M",46
226.38,"M",52
217.3,"M",48
211.82,"F",33
227.05,"M",45
241.95,"M",49
233.67,"M",55
208.97,"M",56
222.97,"F",44
234.83,"M",45
242.45,"F",22
214.87,"M",48
242.7,"M",46
218.18,"M",61
211.42,"F",28
235.32,"M",55
225,"M",57
217.02,"M",55
248.23,"F",24
189.27,"M",41
224.33,"F",40
217.55,"F",42
212.18,"F",30
222.6,"F",37
229.9,"M",54
213.9,"M",46
236.13,"M",45
238.78,"M",45
226.73,"M",45
224.18,"F",56
218.02,"F",25
224.8,"M",51
222.05,"M",45
222.87,"F",43
223.25,"M",61
225.1,"M",54
217.02,"F",35
227.48,"M",45
236.02,"M",48
225.62,"F",38
226.33,"M",56
251.7,"M",45
237,"M",50
230.25,"M",46
256.32,"M",48
211.23,"M",48
206.7,"M",46
264.43,"M",52
227.37,"F",27
229.83,"M",46
216.33,"M",48
210.68,"F",31
265.57,"M",50
216.93,"M",46
220.53,"F",48
247.15,"M",45
259.75,"M",50
240,"M",46
204.4,"M",47
270.92,"M",54
221.95,"M",45
236.13,"F",39
217.93,"M",53
205.03,"F",28
220.22,"M",49
234.32,"M",47
222.35,"F",38
239.47,"M",50
283.65,"F",35
216.18,"F",28
225.83,"M",49
257.93,"M",49
219.62,"F",52
221.75,"M",49
224.3,"M",49
221.38,"M",47
231.67,"M",59
220.6,"M",55
222.17,"M",50
227.12,"M",47
206.27,"M",46
245.25,"F",34
230.18,"M",52
232.18,"M",59
267.63,"M",55
236.32,"F",34
212.15,"M",49
242.93,"F",30
203.28,"M",53
211.8,"M",50
269.5,"M",46
231.4,"M",50
291.8,"F",43
219.7,"F",30
244.92,"F",21
243.47,"M",46
238.65,"M",49
215.98,"M",45
226.3,"F",32
237.25,"M",46
237.97,"M",52
223.18,"M",46
232.75,"M",45
219.8,"F",24
218.37,"F",35
238.27,"M",45
223.62,"M",50
219.97,"M",48
238.03,"F",33
362.42,"M",49
212.03,"M",49
222.92,"M",50
219.98,"M",58
212.85,"F",43
261.7,"M",45
264.12,"M",55
232.52,"F",33
208.25,"F",42
221.45,"F",31
258.5,"M",50
251.2,"M",45
227.4,"M",57
200.52,"F",23
229.4,"F",38
245.25,"M",48
242.68,"M",47
269.52,"M",49
217.07,"F",26
218.9,"F",33
220.5,"M",46
217.03,"M",61
234.67,"M",46
234.3,"M",53
254.52,"F",41
222.87,"M",47
231.73,"M",53
227.08,"F",26
221.22,"M",49
287.83,"M",51
214,"M",47
208.72,"M",49
229.05,"F",32
217.73,"F",25
225.5,"F",43
240.87,"M",48
227.15,"M",49
253.97,"M",47
225.55,"F",31
253.82,"M",46
210.35,"F",22
192.35,"F",30
225.37,"M",49
234.52,"M",51
222.92,"M",50
244.45,"M",47
230.83,"M",43
215.47,"M",45
245.2,"M",52
219.8,"M",48
250.37,"F",42
220.37,"M",48
235.38,"F",28
242.85,"M",54
296.37,"M",46
239.05,"F",34
232.88,"F",31
242.52,"M",50
252.5,"F",35
260.22,"M",45
220,"F",28
214.8,"F",30
219.9,"M",51
216.78,"M",51
221.9,"M",49
225.17,"F",32
232.53,"M",51
232.15,"M",48
213.15,"M",55
211.92,"M",47
218.1,"F",30
209.53,"M",45
227.53,"M",50
233.68,"M",46
230.92,"M",46
237.72,"M",45
225.83,"F",28
219.02,"M",47
213.22,"F",31
237.88,"M",54
249.35,"M",51
230.78,"M",45
221.15,"F",24
198.28,"M",54
210.08,"M",49
264,"M",45
220.95,"F",26
229.88,"F",38
228.5,"M",51
244.28,"F",44
218.92,"F",22
249.68,"M",47
217.72,"F",39
199.13,"F",35
267.3,"M",48
257.45,"M",47
243.83,"M",51
359.1,"F",37
236.63,"M",55
240.72,"F",19
233.15,"M",50
218.68,"M",49
263.78,"M",58
222.78,"M",53
242.57,"M",65
233.53,"M",52
213.72,"F",25
218.12,"F",40
217.83,"F",33
237.35,"M",47
231.23,"M",56
210.88,"M",59
218.18,"F",30
231.7,"M",49
220.5,"M",55
230.5,"M",54
227.93,"F",20
221.32,"F",41
247,"M",50
237.38,"M",45
241.47,"M",52
231.52,"M",46
242.27,"F",39
272.07,"M",45
222.8,"F",42
260.03,"M",46
272.82,"M",45
221.47,"M",48
233.63,"M",49
219.13,"F",39
215.02,"M",53
221.6,"M",49
284.53,"M",51
251.92,"F",45
253.18,"F",35
224.58,"M",51
255.13,"M",55
220.52,"M",51
242.1,"M",50
218.28,"F",32
233.77,"M",51
232.43,"M",51
258.55,"M",51
247.55,"M",49
220.75,"F",37
226.08,"F",32
239,"M",48
222.87,"M",58
234.27,"F",32
216.97,"M",45
237.25,"M",48
248.27,"M",45
218.25,"M",45
219.35,"M",49
233.73,"M",50
224.48,"M",48
215.53,"M",51
212.72,"F",41
229.3,"M",49
222.5,"F",23
267.33,"M",47
228.85,"F",40
226.1,"F",43
222.82,"F",24
231.5,"M",46
233.6,"F",25
231.17,"F",31
234.95,"M",46
235.15,"M",51
233.75,"M",47
218.6,"M",52
286.93,"F",41
229.1,"M",50
226.25,"M",50
244.8,"M",48
233.05,"M",47
235.67,"M",52
243.53,"M",49
245.28,"M",49
222.08,"F",35
239.92,"F",41
268.25,"M",46
250.88,"F",25
240.18,"F",27
223.52,"F",33
240.42,"M",52
342.43,"M",60
236.98,"M",49
205.92,"F",40
253.15,"M",46
214.75,"M",47
298.15,"M",45
218.05,"F",29
231.32,"M",48
260.13,"M",46
224.92,"F",39
227.13,"F",33
302.78,"M",56
218.18,"M",46
229.4,"M",50
258.62,"M",54
221.7,"F",34
244.73,"M",45
233.65,"M",46
214.43,"M",49
214.5,"M",52
225.52,"M",50
216.33,"F",30
256.6,"M",50
223.43,"M",59
265.08,"M",50
235.55,"M",50
238.33,"M",58
213.95,"M",52
228,"M",47
239.48,"M",52
226.77,"M",45
234.52,"M",49
221.28,"M",52
295.22,"F",41
258.4,"M",53
223.15,"M",45
227.62,"F",31
219.47,"F",24
222.07,"M",47
218.5,"F",36
207.07,"M",46
238.92,"M",48
226.05,"M",46
208.05,"F",45
263.93,"M",47
224.45,"F",28
241.12,"F",28
250.8,"M",55
230.62,"F",32
240.2,"M",46
217.52,"M",46
232.87,"M",52
291.78,"M",45
218.93,"F",34
250.45,"M",47
219.47,"F",25
269.28,"M",53
245.35,"M",55
262.43,"M",45
237.32,"F",28
237.4,"M",46
211.02,"F",31
223.83,"M",54
243.97,"M",47
226.42,"M",48
270.6,"M",50
228.95,"M",50
228.95,"F",24
229.75,"F",35
219.45,"M",48
222.12,"F",42
221,"M",53
246.62,"M",48
239.08,"M",53
216.12,"F",39
227.15,"M",52
286.6,"M",48
242.67,"M",52
226.63,"M",46
257.58,"M",47
230.72,"M",47
206.25,"M",55
256.43,"M",54
224.65,"F",28
207.93,"F",25
218.83,"F",44
252.13,"M",47
217.65,"M",47
215.1,"M",53
230.43,"M",49
268.58,"M",46
214.68,"M",46
219.72,"M",47
232.67,"F",22
223.22,"M",52
225.02,"M",46
270.48,"M",45
202.9,"F",24
241.8,"M",55
262.53,"M",52
215.2,"M",58
225.72,"M",48
240.67,"F",38
227.18,"M",54
237.77,"M",47
247.55,"M",48
247.63,"M",51
237.55,"M",50
223.35,"M",57
248.22,"M",51
271.55,"F",42
208.75,"M",46
271.48,"M",49
237.4,"M",52
212.02,"M",45
224.12,"M",49
242.83,"M",47
212.43,"M",46
212.93,"M",45
267.4,"M",48
222.47,"F",30
229.5,"F",39
248.48,"F",34
267.43,"M",51
254.63,"M",56
229.95,"F",49
208.45,"M",51
251.98,"F",35
217.13,"M",50
227.2,"M",52
242.6,"F",39
226.35,"M",48
268.73,"M",53
240.2,"M",49
232.23,"F",53
245.3,"M",53
235.85,"M",46
224.58,"M",46
314.18,"F",24
222.32,"F",36
217.87,"M",46
214.9,"F",28
284.78,"M",60
256.78,"M",52
243.6,"M",24
219.68,"F",41
225.48,"F",36
219.12,"M",46
268.23,"F",51
247,"M",46
235.05,"M",47
219.17,"F",41
255.03,"F",30
229.18,"F",25
208,"F",29
243.57,"M",50
236.92,"F",25
217.7,"M",47
236.98,"M",49
221.03,"M",54
213.18,"F",32
279.43,"M",46
217.62,"M",50
228.83,"M",51
220.3,"F",23
304.8,"M",60
208.58,"F",35
251.05,"F",29
272.9,"M",47
232.85,"M",51
219.52,"F",21
255.78,"M",61
265.7,"M",50
218.83,"F",31
268.55,"M",47
236.32,"F",27
220.9,"M",52
242.68,"M",50
266.88,"M",52
233.53,"M",46
236.72,"M",46
222.18,"M",49
214.62,"M",50
229.67,"F",37
229.57,"F",29
228.53,"F",25
233.7,"M",47
230.53,"F",35
221.8,"F",28
263.4,"F",30
285.25,"M",48
225.55,"M",45
284.08,"F",31
258.72,"M",45
225.7,"F",50
224.95,"M",47
246.02,"M",47
245.55,"M",55
235.97,"M",50
216.02,"F",29
224.3,"M",45
241.63,"M",50
237.07,"F",32
240.05,"F",44
260.98,"M",54
215.52,"F",33
279.15,"M",48
276.35,"M",46
242.37,"F",25
239.72,"M",60
274.18,"F",26
232.32,"M",47
