"official","gender","age"
178.2,"M",20
236.63,"M",42
192.3,"M",45
188.88,"M",27
190.97,"M",26
178.65,"M",44
195.38,"M",35
187.5,"M",42
188.8,"M",49
226.32,"M",41
185.88,"M",33
205.3,"M",32
168.28,"M",41
189.77,"M",30
202.13,"M",31
202.13,"M",22
205.17,"M",31
175.5,"M",42
196.37,"M",30
184.97,"M",26
249.47,"M",50
167.03,"M",28
178.87,"M",27
199.22,"M",42
176.37,"M",45
190.53,"M",40
191.02,"M",46
212.95,"M",37
184.37,"F",38
223.15,"M",27
184.22,"M",33
174.72,"M",33
173.53,"M",38
182.17,"M",32
181.25,"M",43
186.2,"M",39
178.02,"M",32
173.18,"M",41
198.45,"M",38
181.03,"M",36
199.55,"M",22
188,"M",24
214.7,"M",41
185.45,"M",43
225.4,"M",45
198.9,"M",54
190.68,"M",27
188.35,"M",35
189.2,"M",47
185.2,"M",38
181.42,"M",42
180.4,"M",43
194.77,"M",23
175.4,"M",34
180.28,"M",48
184.6,"M",45
196.5,"M",39
181.37,"M",41
202.98,"M",32
196.13,"M",37
189.22,"M",28
188.13,"M",44
206.05,"M",35
196.83,"F",27
185.15,"M",42
227.43,"M",49
177.83,"M",28
173.12,"M",23
185.4,"M",33
190.52,"M",42
179.05,"M",26
180.62,"M",46
200.67,"M",34
188.82,"M",41
179.05,"M",28
186.72,"M",33
233.77,"M",29
182.53,"M",21
183.82,"M",49
174.6,"M",38
205.07,"M",53
182.15,"M",43
205.35,"M",29
218.02,"M",46
201.13,"M",31
184.37,"M",46
190.3,"M",26
186.17,"M",21
177,"M",36
177.17,"M",34
178.78,"M",27
187.8,"M",24
176.55,"M",36
184.55,"M",35
190,"M",36
189.53,"M",20
183.48,"M",36
182.07,"M",36
184.87,"M",34
175.58,"M",39
181.87,"M",41
183.13,"M",37
178.95,"M",19
210.6,"M",46
193.32,"F",21
178.17,"M",41
188.6,"M",43
177,"M",18
178.83,"M",25
191.48,"M",49
193.57,"M",41
179.62,"M",37
203.42,"M",56
170.4,"M",30
206.9,"M",27
186.38,"M",44
179.08,"M",29
183.83,"M",48
177.03,"M",27
185.05,"M",47
176.55,"M",28
182.57,"M",35
184.3,"M",29
196.97,"M",46
179.38,"M",29
182.93,"M",42
178.97,"M",32
184.92,"F",35
177.62,"F",34
235.4,"M",42
221.05,"M",48
232.6,"M",47
186.35,"M",37
181.2,"M",48
174.38,"M",41
180.3,"M",34
172.02,"M",26
189.55,"M",35
174.75,"M",30
253.58,"M",39
186,"M",44
177.6,"M",35
178.95,"M",32
184.18,"M",31
186.53,"M",37
212.97,"M",30
191.7,"M",39
184.63,"M",46
213.32,"M",25
183.15,"M",46
196.85,"M",30
178.73,"M",20
189.83,"M",34
212.17,"M",33
184.32,"M",42
193.43,"M",42
185.97,"M",31
196.98,"M",29
201.25,"M",47
192.72,"M",30
199.73,"M",40
196.63,"M",41
184.32,"M",32
253.1,"M",49
194.05,"M",46
193.32,"M",42
178.68,"M",31
196.72,"M",25
187.37,"M",31
184.5,"M",41
184.85,"M",45
213.65,"M",33
177.72,"M",37
202.95,"M",27
178.08,"M",30
182.08,"M",34
221.88,"M",49
188.6,"M",43
163.73,"M",34
190.43,"M",48
181.42,"M",35
195.98,"M",35
186.87,"M",39
184.58,"M",44
196.38,"M",53
210.4,"M",44
177.77,"M",23
181.67,"M",44
183.23,"M",44
177.9,"M",25
185.77,"M",44
205.1,"M",49
187.3,"M",39
203.2,"M",46
178.97,"M",44
185.32,"M",44
182.67,"M",53
177.43,"M",42
203.08,"M",40
179.97,"M",20
201.27,"M",53
179.02,"M",39
178.8,"M",24
187.65,"M",35
200.8,"M",35
191.67,"M",51
177.3,"M",25
176.82,"M",25
185.72,"M",33
180.07,"M",41
181.17,"M",21
184.05,"M",44
187.75,"M",51
194.65,"M",51
215.73,"M",44
181.83,"M",45
187.15,"M",30
200.8,"M",41
195.97,"M",42
174.27,"M",41
199.77,"M",29
185.7,"M",35
165.03,"M",31
185.6,"M",35
205.1,"M",48
178.77,"M",21
178.67,"M",39
183.43,"M",48
193.47,"M",22
195.33,"M",53
199.63,"M",26
197.48,"M",37
172.78,"M",30
188.57,"M",44
182.45,"M",43
184.37,"M",37
194.33,"M",19
239.98,"M",29
201.25,"M",26
185.47,"M",23
173.48,"M",34
172.9,"M",22
216.92,"M",48
181.37,"M",43
202.93,"F",30
184.13,"M",40
205.73,"M",23
192.72,"M",33
202.48,"M",42
178.08,"M",37
215.27,"M",43
214.32,"M",30
203.6,"M",27
205.07,"M",31
177.85,"M",45
203.97,"M",30
173.48,"M",22
190.78,"M",42
197.27,"M",28
185.4,"M",51
239.73,"M",46
190.1,"M",32
180.97,"M",31
204.93,"M",39
186.82,"M",39
190.77,"M",41
180.55,"M",42
198,"M",48
189.17,"M",43
198.72,"M",38
187.7,"M",31
189.67,"M",43
184.52,"M",43
232.6,"M",42
196.25,"M",41
190,"M",37
200.97,"M",39
199.85,"M",37
180.13,"M",30
170.97,"M",21
187.8,"M",45
191.63,"M",52
190.73,"M",48
192.2,"M",41
199,"M",37
186.82,"M",40
203.35,"M",53
188.62,"M",26
193.5,"M",40
186.73,"M",27
186.6,"M",27
189.58,"M",33
236.25,"M",32
178.35,"M",51
188.47,"M",39
189.03,"M",39
189.35,"M",44
187.75,"M",37
203.95,"M",47
189.83,"M",40
193.82,"M",46
167.13,"M",31
178.93,"M",32
192.78,"M",34
184.68,"M",38
182.32,"M",42
193.93,"M",35
188.7,"M",44
192.07,"M",46
185.53,"M",45
198.53,"M",33
271.35,"M",28
189.02,"M",46
183.82,"M",42
178.57,"M",41
187.63,"M",32
184.23,"M",40
207.28,"M",36
186.72,"M",42
179.48,"M",55
193.55,"M",37
205.72,"M",36
218.58,"M",38
182.47,"M",28
198.88,"M",29
195.92,"M",45
186.72,"M",43
182.17,"M",31
201.45,"M",33
183.98,"M",31
177.45,"M",27
198.97,"M",41
195.53,"M",46
193.32,"M",35
188.12,"M",44
173.27,"M",37
181.52,"M",26
194.92,"M",22
255.3,"M",25
178.53,"M",30
206.52,"M",27
226.18,"M",21
183.12,"M",35
179.5,"M",26
179.68,"M",32
185.73,"M",35
197.78,"F",32
188.35,"M",33
192.45,"M",37
183.18,"M",43
205.18,"M",45
182.68,"M",39
177.77,"M",24
202.63,"M",34
194.33,"M",29
189.83,"M",40
181.53,"F",24
183,"M",44
178.7,"M",26
185.88,"M",30
248.17,"M",29
179.83,"M",40
180.9,"M",30
192.7,"M",36
181.93,"M",36
193.47,"M",40
178.18,"M",36
185.57,"M",45
177.75,"M",34
192.8,"M",42
181.5,"M",40
189.75,"M",42
178.98,"M",37
233.78,"M",22
226.73,"M",34
182.13,"M",27
187.98,"M",48
196.92,"M",32
186.37,"M",48
190.47,"M",45
186.65,"M",21
195.37,"M",43
204.6,"M",59
180.37,"M",44
175.62,"M",24
204.02,"M",22
186.6,"M",20
177.62,"M",32
198.42,"M",40
183.75,"M",30
191.92,"M",40
198.82,"M",28
186.55,"M",45
175.58,"M",32
176.95,"M",25
229.17,"M",35
184.27,"M",31
188.53,"M",42
226.25,"M",25
197.53,"M",27
180.87,"M",39
216.82,"M",35
178.4,"M",29
228.35,"M",38
208.98,"M",37
193.57,"M",29
194.55,"M",39
195.97,"M",32
185.3,"M",26
185.07,"F",26
190.78,"F",22
185.98,"M",35
180.03,"M",35
177.3,"M",36
219.98,"M",44
182.03,"M",35
198,"M",24
182.37,"M",33
195.8,"M",25
179.15,"M",28
174.65,"M",25
197.73,"M",29
198.53,"M",34
183.42,"F",38
172.65,"M",30
181.55,"M",32
185.72,"M",30
174.57,"M",20
215.48,"M",34
182.62,"M",35
190.25,"M",24
174.33,"M",28
191.9,"M",56
178.63,"M",22
180.77,"M",34
202.82,"M",21
196.08,"M",23
242.58,"M",26
192.93,"M",20
183.92,"M",26
184.87,"M",36
183.42,"M",44
191.43,"M",52
186.63,"M",50
233.02,"M",29
191.65,"F",43
184.5,"M",42
186.53,"M",31
187.83,"F",27
187.47,"M",23
204.43,"M",24
179.87,"M",25
184.35,"M",46
191.6,"M",29
183.93,"M",20
195.7,"M",25
175.98,"M",34
212.72,"M",40
177.33,"M",38
195.88,"M",28
207.77,"M",23
173.6,"M",30
177.45,"M",34
196.12,"M",51
194.13,"M",40
194.82,"M",36
194.03,"M",49
176.12,"M",37
195.62,"M",32
185.95,"M",42
186.57,"F",39
177.13,"M",34
188.17,"M",44
172.5,"M",25
235.72,"M",37
185.72,"M",39
185.3,"M",47
239.7,"M",45
206.98,"M",37
185.02,"M",21
237.67,"M",42
208.72,"F",24
208.7,"M",23
182.1,"M",39
186.45,"M",42
173.12,"M",24
191.15,"M",23
201.25,"M",21
225.4,"M",38
227.97,"M",40
181.43,"M",48
196.22,"M",45
200.92,"M",29
177.37,"M",24
201.92,"M",38
190.23,"M",42
216.53,"M",32
178.73,"M",35
167.23,"M",20
209.95,"M",30
197.57,"M",31
215.28,"M",37
202.95,"M",42
199.12,"M",28
162.77,"M",27
185.97,"M",24
176.65,"M",38
198.05,"M",34
189.73,"M",34
182.88,"M",20
194.92,"M",62
185.43,"M",20
201.82,"M",35
190.48,"F",39
193.32,"M",43
192.6,"M",49
185.48,"M",34
192.78,"M",34
196.63,"M",41
197.5,"M",36
180.95,"M",30
183.87,"M",27
204.13,"M",51
196.08,"M",34
195.4,"M",28
177.08,"M",25
198.9,"M",38
186.08,"M",38
177.15,"M",22
181.1,"M",33
212.95,"M",24
205.85,"M",30
195.77,"M",49
183.7,"F",37
205.78,"M",44
197.87,"M",41
188.85,"M",41
189.55,"M",46
184.78,"M",32
174.22,"M",45
228.58,"M",34
193.9,"M",28
195.18,"M",51
189.57,"M",38
205.63,"M",27
197.13,"M",32
204.53,"M",33
191.8,"M",39
167.37,"M",34
208.22,"M",30
175.67,"M",29
193.65,"M",34
204.78,"M",32
177.03,"M",20
193.65,"M",32
184.6,"F",32
186.55,"M",40
186.65,"M",28
197.4,"M",42
183.6,"M",28
186.73,"M",24
231.82,"M",29
184.4,"M",41
228.27,"M",37
182.52,"M",36
181.03,"M",35
188.68,"M",25
206.72,"M",39
199.97,"M",31
187.77,"M",47
187.18,"M",33
210.93,"M",32
214.57,"M",44
198.28,"M",30
209.23,"M",31
199.58,"M",35
200.17,"F",42
214.95,"M",30
226.37,"M",41
171.05,"M",41
203.15,"M",31
198.4,"M",28
194.43,"M",37
176.83,"M",31
179.13,"M",25
199.58,"M",46
194.83,"M",34
197.12,"M",37
188.9,"M",47
177.57,"M",30
196.52,"M",31
201.92,"M",53
193.32,"M",36
177.4,"M",26
174.22,"M",31
249.37,"M",32
176.97,"M",38
183.03,"M",36
193.35,"F",27
182.92,"F",28
188.2,"M",44
206.27,"M",44
194.4,"M",43
181.25,"M",32
184.68,"M",47
187.15,"M",36
201.23,"M",21
226.9,"M",47
182.37,"M",29
183.42,"M",32
190.35,"M",48
187.03,"M",37
176.95,"M",33
197.88,"M",39
195.03,"M",25
177.45,"M",28
195.23,"M",51
184.45,"M",27
187.3,"M",27
180.8,"M",25
194.3,"M",33
184.48,"M",38
177.53,"M",35
184.95,"M",37
182.58,"M",28
172.65,"M",26
201.42,"M",27
182.25,"M",19
212.83,"F",26
222.15,"M",39
179.07,"M",34
194.45,"M",40
176.67,"M",27
231.4,"M",48
181.07,"M",47
214.92,"M",42
177.7,"M",37
187.12,"M",44
181.83,"M",38
198.37,"M",43
174.73,"M",24
216.17,"M",34
190.88,"M",29
194.73,"M",44
180.23,"M",45
186.75,"M",38
188.72,"M",30
194.27,"M",55
196.78,"M",47
195.18,"M",47
197.28,"M",45
185.52,"M",49
186.13,"M",41
192.07,"M",46
197.93,"M",31
186.4,"M",37
210.98,"F",27
188.35,"M",33
187.87,"M",34
195.03,"M",28
187.65,"M",50
183.5,"M",44
185.27,"M",47
193.62,"M",39
199.6,"M",31
198.32,"M",27
200.88,"M",33
176.8,"M",36
187.43,"M",32
216.52,"M",31
208.58,"M",39
210.65,"M",43
188.32,"M",28
190.35,"M",45
174.75,"M",28
186.43,"M",33
169.98,"M",32
193.82,"M",41
195.13,"M",34
178.85,"M",23
205.77,"M",38
191.85,"M",44
189.63,"M",37
168.48,"M",25
192.98,"M",47
186.9,"M",29
181.82,"M",31
174.93,"M",27
192.7,"M",40
186.32,"M",50
183,"M",44
202.4,"M",23
222.3,"M",51
199.9,"M",40
190.25,"M",31
209.3,"M",33
184.42,"M",34
187.43,"M",32
189.2,"M",48
197.98,"M",41
188.17,"M",33
183.23,"M",55
194.98,"M",28
219.07,"M",35
219.82,"M",39
195.35,"M",47
191.03,"M",44
198.72,"M",26
188.07,"M",41
179.28,"M",41
187.65,"M",44
187.3,"M",51
182.7,"M",42
175.95,"M",52
200.85,"M",26
203.48,"M",47
192.43,"M",34
218.9,"M",37
188.67,"M",46
176.1,"M",43
204.15,"M",33
183.9,"M",41
185.22,"M",41
194.43,"M",47
217.82,"M",26
188.08,"M",36
188.42,"M",34
210.97,"M",35
212.52,"M",26
176.57,"M",25
196.03,"M",29
186.85,"M",38
201.28,"M",41
186.57,"M",43
284.72,"M",34
258.38,"M",38
199.15,"M",56
185.87,"M",19
198.72,"M",43
310.52,"M",29
196.98,"F",46
183.73,"M",22
250.27,"M",43
205.83,"M",25
198.03,"M",57
224.22,"M",31
207.7,"M",58
178.68,"M",30
195.35,"M",44
186.3,"M",42
202.13,"M",23
237.72,"M",24
193.68,"M",56
197.45,"M",43
210.17,"M",46
176.82,"M",25
181.73,"M",34
190.32,"M",38
185.37,"M",46
236.12,"M",23
194.12,"M",41
213.93,"M",43
239.83,"M",41
184.45,"M",32
178.15,"M",50
196.98,"M",46
207.37,"M",32
191.42,"M",40
193.43,"F",30
210.7,"M",37
220.33,"M",40
196,"M",36
179.4,"M",41
182.57,"M",20
183.87,"M",47
191.82,"M",38
210.48,"M",34
194.67,"M",30
212.25,"M",50
189.52,"M",54
203.78,"M",27
190.87,"M",36
232.55,"M",31
192.48,"F",33
208.7,"M",49
179.12,"M",38
192.92,"M",42
178.2,"M",31
182.37,"M",34
189.77,"M",38
184.82,"M",23
206.55,"M",27
196.95,"M",42
190.23,"M",44
194.67,"M",40
195.43,"M",44
185,"M",45
189.3,"M",41
215.22,"M",27
198.23,"M",47
207.25,"M",49
188.1,"M",44
196.73,"M",50
181.75,"M",40
178.95,"M",29
188.18,"M",30
212.55,"M",36
170.63,"M",22
177.13,"M",22
194.07,"M",43
173.75,"M",29
203.33,"F",31
169,"M",43
186.73,"M",26
208.92,"M",27
198.8,"M",30
205.97,"M",50
200.28,"M",29
186.27,"M",33
199.12,"M",29
182.98,"M",28
208.07,"M",60
190.47,"M",37
199.53,"F",30
198.53,"M",45
188.65,"M",33
198.58,"M",30
202.78,"M",47
214.97,"F",21
191.95,"M",43
185.12,"M",47
178.42,"M",34
189.92,"M",51
180.2,"M",44
189.7,"M",37
214.88,"F",46
200.88,"M",29
176.98,"M",31
184.17,"M",31
189.52,"M",41
238.78,"M",47
184.23,"M",45
184.8,"M",24
187.97,"M",41
189.47,"F",43
232.77,"M",29
204.17,"M",44
188.43,"M",46
206.6,"M",28
199.33,"M",43
196.73,"M",48
194.75,"M",44
215.8,"M",29
199.9,"M",26
226.22,"M",36
178.88,"M",29
205.97,"M",34
190.4,"M",20
195.12,"M",36
224.3,"F",34
201.72,"M",41
179.62,"M",36
205.75,"M",38
209.23,"M",35
194.53,"M",21
195.78,"M",20
214.47,"M",42
190.97,"M",50
227.95,"M",22
191.22,"F",31
208.3,"M",25
218.52,"M",35
184.02,"M",36
193.42,"M",21
182.18,"M",29
212.9,"M",34
197.62,"M",42
194.05,"M",39
202.02,"M",41
198.25,"M",46
183.05,"M",24
190.55,"F",26
189.57,"M",35
194.45,"F",48
181.82,"M",28
206.95,"M",32
210.63,"M",43
189.52,"M",26
207.6,"M",38
185.75,"M",37
192.73,"M",51
205.77,"M",36
178.15,"M",24
184.88,"M",31
182.75,"M",30
182.6,"M",38
192.83,"M",43
197.9,"M",42
195.88,"M",34
190.92,"M",37
196.52,"M",49
175.63,"M",43
211.95,"M",33
216.78,"M",37
194.32,"M",22
194.32,"M",22
208.52,"M",43
182.57,"M",48
192.3,"M",33
178.02,"M",29
188.88,"M",26
193.67,"M",42
189.75,"M",38
182.3,"F",28
209.3,"M",47
196.27,"F",29
179.13,"M",46
178.7,"M",35
207.17,"M",28
205.73,"F",31
200.77,"F",35
191.3,"M",32
181.58,"M",27
197.18,"M",22
197.53,"M",31
196.02,"M",23
207.87,"M",30
211.32,"M",26
185.93,"M",32
194.28,"M",47
182.9,"M",33
196.67,"M",38
217.95,"M",29
208.17,"M",42
184,"M",30
193.37,"M",43
186.68,"M",38
213.38,"M",43
190.63,"M",43
185,"M",42
211.25,"M",47
216.17,"M",35
191.32,"M",21
186.12,"F",41
175.93,"M",33
192.25,"M",29
240.07,"M",38
191.1,"M",36
179.68,"M",43
191.33,"M",50
189.78,"M",35
194.02,"M",27
194.78,"M",39
188.27,"M",26
186.2,"M",33
207.2,"M",33
185.37,"M",25
188.78,"M",40
203.3,"M",30
190.35,"M",33
192.27,"M",39
229.92,"M",32
215.58,"M",48
188.15,"M",39
201.15,"M",37
189.9,"M",50
181.92,"F",27
189.83,"M",41
187.65,"M",37
180.52,"M",34
200.07,"M",34
183.25,"M",35
190.9,"M",26
194.95,"M",50
183.02,"M",32
175.67,"M",34
194.35,"M",32
194.63,"M",42
186.48,"M",27
188.98,"M",27
187.43,"M",26
195.2,"M",34
247.5,"M",29
191.35,"M",24
206.7,"M",27
185.48,"M",39
215.35,"M",39
188.52,"M",44
204.42,"M",48
208.23,"M",42
178.68,"M",35
222.13,"M",27
174.78,"M",34
207.12,"M",33
181.08,"M",34
166.55,"M",28
181.75,"M",27
221.12,"M",24
213.68,"M",31
196.03,"M",38
208.97,"M",34
185.22,"M",33
185.52,"M",35
203.83,"M",22
194.23,"M",34
201.1,"M",43
201.38,"F",30
197,"F",27
183.57,"M",26
181.27,"M",40
179.97,"M",46
200.27,"M",45
197.02,"M",32
172.87,"M",24
217.05,"M",31
186,"M",38
212.98,"M",32
190.52,"M",21
201.42,"M",27
208.18,"M",30
193.42,"M",28
190.1,"M",45
177.58,"M",21
177.78,"M",24
170.3,"M",27
187.85,"M",41
188.65,"M",39
223.02,"M",27
178.02,"M",29
259.58,"M",39
203.77,"M",50
199.72,"M",35
197.72,"M",56
233.43,"M",31
182.87,"F",24
176.72,"M",26
172.05,"M",23
178.02,"M",27
185.65,"M",34
195.85,"M",56
193.4,"M",41
182.52,"M",26
196.08,"M",33
198.43,"M",44
203.17,"M",37
196.07,"M",30
213.32,"M",50
182.2,"M",36
197.68,"M",22
198.25,"M",43
215.2,"M",33
198.62,"M",27
194.83,"M",43
209.48,"M",36
183.8,"M",39
192.5,"M",36
208.53,"M",49
179.13,"M",25
195.45,"F",27
183.23,"M",34
188.17,"F",37
195.93,"M",41
204.5,"M",32
196.23,"M",42
204.92,"M",37
173.35,"M",24
190.82,"M",48
231.13,"M",36
187.93,"M",29
217.9,"M",27
192.65,"M",36
191.02,"M",37
194.5,"M",31
181.73,"M",27
185.85,"M",34
190.18,"M",43
178.47,"M",42
197.67,"M",30
200.5,"M",33
187.68,"M",37
191.52,"M",30
195.12,"M",42
187.12,"M",31
205.9,"M",32
221.35,"M",55
191.35,"M",43
192.3,"M",53
189.35,"M",41
187.32,"F",24
179.95,"M",30
183.7,"M",49
232.6,"M",49
235.7,"M",40
193.97,"M",44
201,"F",36
211.93,"M",32
209.28,"M",30
225.2,"M",50
206.85,"M",35
223.3,"M",46
196.87,"M",29
208.7,"M",31
190.73,"M",41
187.62,"M",47
190.17,"M",30
200.5,"M",53
210.05,"M",35
208.9,"M",38
195.93,"M",53
258.43,"M",38
176.05,"M",39
196.95,"M",50
195.97,"M",32
225.35,"M",47
223.07,"M",28
189.65,"M",27
222.68,"M",52
193.57,"M",28
210.17,"M",30
189.1,"M",29
215.03,"F",22
193.58,"M",22
195.68,"M",42
197.68,"M",36
226.58,"M",41
211.75,"M",34
183.83,"M",35
205.08,"M",46
190.48,"M",48
190.08,"M",22
194.65,"M",35
203.62,"M",24
212.98,"M",37
225.53,"M",44
205.28,"M",23
196.82,"M",42
195.88,"M",36
189.65,"M",31
229.75,"M",35
186.68,"M",22
205.4,"M",39
189.73,"M",28
206.2,"M",43
218.97,"M",25
179.52,"M",42
185.62,"M",31
189.67,"M",34
211.02,"M",48
208.48,"M",25
187.58,"M",33
207.25,"M",50
183.95,"M",34
205.12,"M",19
209.1,"M",44
184.78,"M",22
202.52,"M",28
208.42,"M",39
189.05,"M",51
197.92,"M",30
230.73,"M",37
186.87,"M",22
193.92,"F",27
194.68,"M",31
219.2,"M",38
177.52,"M",27
190.8,"M",20
174.22,"M",33
193.3,"M",21
195.52,"M",47
236.93,"M",29
200.53,"M",53
207.23,"M",55
191.02,"M",43
202.07,"M",33
181.63,"M",26
187.03,"M",29
200.28,"M",49
189.57,"M",39
205.8,"M",42
179.82,"M",21
199.27,"M",48
200.13,"M",45
236.62,"M",23
197.23,"M",39
201.02,"M",36
206.03,"M",30
188.6,"M",43
195.78,"M",47
186.1,"M",35
193.83,"F",27
201.12,"M",35
223.27,"M",29
195.53,"M",21
201.95,"M",44
210.33,"M",40
194.1,"M",35
183.48,"M",43
199.92,"F",48
193.02,"M",35
186.25,"M",48
185.77,"M",38
190.05,"M",37
198.95,"F",21
198.38,"M",36
265.78,"M",29
187.93,"M",32
190.77,"M",28
177.02,"M",51
256.17,"M",27
181.62,"M",24
204.22,"M",43
204.55,"M",24
189.03,"M",39
177.33,"M",28
245.85,"M",40
187.48,"M",30
185.63,"M",48
189.27,"M",33
227.38,"M",28
196.55,"M",45
177.83,"M",30
190.27,"M",27
198.8,"M",52
207.57,"M",36
196.82,"M",27
195.9,"M",29
188.2,"M",35
274.05,"M",34
213.17,"M",28
194.73,"F",28
179.63,"F",42
209.58,"M",35
209.13,"M",24
185.52,"M",28
211.48,"M",30
189.65,"M",40
196.5,"M",27
188.43,"M",39
184.33,"M",29
194.58,"M",31
190.22,"M",27
214.7,"M",24
228.77,"M",24
185.85,"F",23
191.22,"M",31
183.93,"F",33
217.95,"M",25
179.28,"M",27
178.48,"M",26
189.9,"F",39
199.93,"M",25
188.35,"M",47
219.72,"M",27
202.65,"M",28
188.52,"M",18
190.6,"M",38
175.52,"M",39
199.27,"M",40
186.73,"M",24
189.82,"M",42
205.82,"M",30
180,"M",42
197.22,"M",28
202.4,"M",40
189.97,"M",31
186.57,"M",36
204.78,"M",23
235.65,"M",31
239.45,"M",37
188.22,"M",36
214.48,"M",25
233.88,"M",42
193.2,"M",22
198.18,"M",29
203.25,"M",53
196.92,"M",38
195.88,"M",42
189.47,"M",29
192.43,"M",31
191.17,"M",27
195.38,"M",32
207.07,"M",28
189.2,"M",22
204.55,"M",35
186.17,"M",44
192.15,"M",45
222.5,"M",27
198.32,"M",49
192.1,"M",27
214.85,"M",25
191.17,"M",34
195.75,"M",51
179.08,"M",31
192.13,"M",30
215.17,"M",33
188.68,"M",26
196.18,"F",19
203.27,"M",39
213.13,"M",48
199.45,"M",24
190.65,"M",47
196.12,"M",47
185.92,"M",38
203.78,"M",44
189.67,"M",34
208.37,"M",27
184.25,"M",30
204.27,"M",43
189.32,"M",44
210.13,"M",26
189.1,"M",47
188.22,"M",31
183.5,"M",21
179.57,"M",22
186.35,"M",47
217.65,"M",36
244.62,"F",22
185.88,"M",36
178.15,"M",26
186,"M",25
195.12,"M",44
184.43,"M",31
195.67,"M",39
191.8,"M",36
204.75,"M",58
187.78,"M",30
186.53,"M",24
180.93,"M",34
193.13,"M",45
187.98,"F",26
197.42,"M",40
190.45,"F",34
208.87,"M",33
181.63,"M",32
236.4,"M",47
237.43,"M",34
201.67,"M",30
222.85,"M",40
198.92,"M",18
205.62,"M",31
198.6,"M",53
187.43,"M",31
186.67,"M",33
199.55,"M",43
177.3,"M",26
188.3,"F",48
180.68,"M",22
193.08,"M",25
189.23,"M",45
185.17,"M",22
184.68,"M",41
207.1,"M",46
205.33,"M",38
185.62,"M",34
205.27,"F",26
204.3,"M",44
190.1,"M",34
192.25,"M",37
196.87,"M",34
199.98,"M",35
194.47,"M",40
214.85,"M",34
192,"M",30
201.37,"M",44
184.6,"M",25
198.25,"M",22
197.17,"M",39
211.32,"M",51
201.78,"M",33
216.35,"M",32
192.4,"M",27
182.97,"M",36
255.43,"M",27
202.85,"M",33
202.58,"M",44
196.08,"M",27
219.82,"M",38
180.97,"M",27
193.97,"M",37
186.33,"M",32
190.97,"M",34
194.5,"M",39
186.95,"M",39
187.82,"M",44
198.3,"M",53
191.38,"M",38
227,"M",38
198.38,"M",38
193.92,"M",35
189.4,"M",43
196.27,"M",42
193.77,"M",43
198.67,"F",34
195.83,"M",31
234.7,"M",37
200.48,"M",31
198.5,"M",31
179.48,"M",27
204.4,"M",31
200.87,"M",22
202.03,"M",30
222.75,"M",39
196.78,"M",26
184.35,"M",37
208.63,"M",30
213.2,"M",42
204.67,"M",30
210.15,"M",41
213.97,"M",43
197.15,"M",42
188,"M",38
197.3,"M",38
200.27,"M",40
212.52,"M",43
191.08,"M",40
201.42,"M",30
201.2,"M",25
190.22,"M",38
178.33,"M",47
197.5,"M",26
197.8,"M",30
178.7,"M",20
184.13,"M",31
196.78,"M",30
214.95,"M",28
211.97,"M",33
198.25,"M",43
210.23,"M",51
209.2,"M",39
234.73,"M",39
202.57,"M",35
197,"M",20
203.17,"M",24
192.7,"M",34
188.8,"M",34
215.33,"M",35
178.42,"M",40
194.57,"M",40
193.5,"M",48
179.75,"M",41
178.48,"M",32
205.65,"M",33
212.85,"M",44
226.47,"M",31
193.73,"M",39
192.28,"M",27
225.95,"M",28
197.13,"M",44
195.3,"M",47
210.53,"M",33
192.65,"M",49
198.32,"M",28
219.38,"M",36
212.43,"M",28
210.55,"M",43
197.85,"M",43
188.02,"M",26
209.83,"M",32
200.27,"M",33
211.63,"M",59
192.5,"M",39
185.2,"M",46
193.33,"M",33
183.82,"M",24
204.57,"M",20
200.17,"F",42
204.4,"M",58
192.25,"M",43
205.97,"M",43
231.75,"M",28
193.63,"M",45
200.82,"M",40
183.65,"M",32
194.53,"M",33
189.33,"M",44
193.1,"M",23
190.77,"M",25
192.58,"M",34
195,"M",29
179.75,"M",22
195.28,"M",40
221.57,"M",30
208.78,"F",22
186.97,"M",25
196.02,"M",41
177.35,"M",38
195.02,"M",23
213.23,"F",22
229.17,"M",28
196.2,"M",32
232.75,"M",38
192.55,"M",49
197.58,"M",27
241.52,"M",31
201.23,"M",26
200.52,"M",40
192.83,"M",40
199.23,"M",41
196.3,"M",41
199.9,"M",26
192.3,"M",29
205.9,"M",40
200.7,"M",36
203.38,"M",22
210.43,"M",34
207.7,"M",26
186.2,"M",25
179.1,"M",35
188.4,"M",34
195.6,"M",36
230.12,"M",41
209.08,"M",38
179.5,"M",30
187.63,"M",50
210.88,"M",36
194.05,"M",47
202.75,"M",41
191.3,"M",26
201.58,"M",39
208.53,"M",39
197.9,"M",34
193.45,"M",37
206.78,"M",50
192.07,"M",46
203.28,"M",27
213.32,"M",23
186,"M",34
198.23,"M",29
202.08,"M",35
203.73,"M",40
191.37,"F",28
210.13,"F",24
187.38,"F",23
208.43,"M",40
180.75,"M",23
207.47,"M",29
194.13,"M",35
230.8,"M",42
190.37,"M",46
210.37,"M",43
253.4,"M",40
208.9,"M",30
182.9,"M",23
185.82,"M",44
184.8,"M",30
187.83,"M",22
229.75,"M",40
214.67,"M",50
179.22,"M",30
218.92,"M",35
191.75,"F",35
195.53,"M",34
213.13,"M",31
206.13,"M",33
184.12,"M",28
209.93,"M",39
192.15,"M",45
195.47,"M",46
182.32,"M",35
174.38,"M",24
