Date,Open,High,Low,Close,Volume,Adj Close
7/9/2002,976.97998,979.630005,951.710022,952.830017,1348900000,952.830017
7/10/2002,952.830017,956.340027,920.289978,920.469971,1816900000,920.469971
7/11/2002,920.469971,929.159973,900.940002,927.369995,2080480000,927.369995
7/12/2002,927.369995,934.309998,913.710022,921.390015,1607400000,921.390015
7/15/2002,921.390015,921.390015,876.460022,917.929993,2574800000,917.929993
7/16/2002,917.929993,918.650024,897.130005,900.940002,1843700000,900.940002
7/17/2002,901.049988,926.52002,895.030029,906.039978,2566500000,906.039978
7/18/2002,905.450012,907.799988,880.599976,881.559998,1736300000,881.559998
7/19/2002,881.559998,881.559998,842.070007,847.75,2654100000,847.75
7/22/2002,847.76001,854.130005,813.26001,819.849976,2248060000,819.849976
7/23/2002,819.849976,827.690002,796.130005,797.700012,2441020000,797.700012
7/24/2002,797.710022,844.320007,775.679993,843.429993,2775560000,843.429993
7/25/2002,843.419983,853.830017,816.109985,838.679993,2424700000,838.679993
7/26/2002,838.679993,852.849976,835.919983,852.840027,1796100000,852.840027
7/29/2002,852.840027,898.960022,852.840027,898.960022,1778650000,898.960022
7/30/2002,898.960022,909.809998,884.700012,902.780029,1826090000,902.780029
7/31/2002,902.780029,911.640015,889.880005,911.619995,2049360000,911.619995
8/1/2002,911.619995,911.619995,882.47998,884.659973,1672200000,884.659973
8/2/2002,884.400024,884.719971,853.950012,864.23999,1538100000,864.23999
8/5/2002,864.23999,864.23999,833.440002,834.599976,1425500000,834.599976
8/6/2002,834.599976,874.440002,834.599976,859.570007,1514100000,859.570007
8/7/2002,859.570007,878.73999,854.150024,876.77002,1490400000,876.77002
8/8/2002,876.77002,905.840027,875.169983,905.460022,1646700000,905.460022
8/9/2002,898.72998,913.950012,890.77002,908.640015,1294900000,908.640015
8/12/2002,908.640015,908.640015,892.380005,903.799988,1036500000,903.799988
8/13/2002,903.799988,911.710022,883.619995,884.210022,1297700000,884.210022
8/14/2002,884.210022,920.210022,876.200012,919.619995,1533800000,919.619995
8/15/2002,919.619995,933.289978,918.169983,930.25,1505100000,930.25
8/16/2002,930.25,935.380005,916.210022,928.77002,1265300000,928.77002
8/19/2002,928.77002,951.169983,927.210022,950.700012,1299800000,950.700012
8/20/2002,950.700012,950.700012,931.859985,937.429993,1308500000,937.429993
8/21/2002,937.429993,951.590027,931.320007,949.359985,1353100000,949.359985
8/22/2002,949.359985,965,946.429993,962.700012,1373000000,962.700012
8/23/2002,962.700012,962.700012,937.169983,940.859985,1071500000,940.859985
8/26/2002,940.859985,950.799988,930.419983,947.950012,1016900000,947.950012
8/27/2002,947.950012,955.820007,930.359985,934.820007,1307700000,934.820007
8/28/2002,934.820007,934.820007,913.210022,917.869995,1146600000,917.869995
8/29/2002,917.869995,924.590027,903.330017,917.799988,1271100000,917.799988
8/30/2002,917.799988,928.150024,910.169983,916.070007,929900000,916.070007
9/3/2002,916.070007,916.070007,877.51001,878.02002,1289800000,878.02002
9/4/2002,878.02002,896.099976,875.72998,893.400024,1372100000,893.400024
9/5/2002,893.400024,893.400024,870.5,879.150024,1401300000,879.150024
9/6/2002,879.150024,899.070007,879.150024,893.919983,1184500000,893.919983
9/9/2002,893.919983,907.340027,882.919983,902.960022,1130600000,902.960022
9/10/2002,902.960022,909.890015,900.5,909.580017,1186400000,909.580017
9/11/2002,910.630005,924.02002,908.469971,909.450012,846600000,909.450012
9/12/2002,909.450012,909.450012,884.840027,886.909973,1191600000,886.909973
9/13/2002,886.909973,892.75,877.049988,889.809998,1271000000,889.809998
9/16/2002,889.809998,891.840027,878.909973,891.099976,1001400000,891.099976
9/17/2002,891.099976,902.679993,872.380005,873.52002,1448600000,873.52002
9/18/2002,873.52002,878.450012,857.390015,869.460022,1501000000,869.460022
9/19/2002,869.460022,869.460022,843.090027,843.320007,1524000000,843.320007
9/20/2002,843.320007,849.320007,839.090027,845.390015,1792800000,845.390015
9/23/2002,845.390015,845.390015,825.76001,833.700012,1381100000,833.700012
9/24/2002,833.700012,833.700012,817.380005,819.289978,1670240000,819.289978
9/25/2002,819.27002,844.219971,818.460022,839.659973,1651500000,839.659973
9/26/2002,839.659973,856.599976,839.659973,854.950012,1650000000,854.950012
9/27/2002,854.950012,854.950012,826.840027,827.369995,1507300000,827.369995
9/30/2002,827.369995,827.369995,800.200012,815.280029,1721870000,815.280029
10/1/2002,815.280029,847.929993,812.820007,847.909973,1780900000,847.909973
10/2/2002,843.77002,851.929993,826.5,827.909973,1668900000,827.909973
10/3/2002,827.909973,840.02002,817.25,818.950012,1674500000,818.950012
10/4/2002,818.950012,825.900024,794.099976,800.580017,1835930000,800.580017
10/7/2002,800.580017,808.210022,782.960022,785.280029,1576500000,785.280029
10/8/2002,785.280029,808.859985,779.5,798.549988,1938430000,798.549988
10/9/2002,798.549988,798.549988,775.799988,776.76001,1885030000,776.76001
10/10/2002,776.76001,806.51001,768.630005,803.919983,2090230000,803.919983
10/11/2002,803.919983,843.27002,803.919983,835.320007,1854130000,835.320007
10/14/2002,835.320007,844.390015,828.369995,841.440002,1200300000,841.440002
10/15/2002,841.440002,881.27002,841.440002,881.27002,1956000000,881.27002
10/16/2002,881.27002,881.27002,856.280029,860.02002,1585000000,860.02002
10/17/2002,860.02002,885.349976,860.02002,879.200012,1780390000,879.200012
10/18/2002,879.200012,886.679993,866.580017,884.390015,1423100000,884.390015
10/21/2002,884.390015,900.690002,873.059998,899.719971,1447000000,899.719971
10/22/2002,899.719971,899.719971,882.400024,890.159973,1549200000,890.159973
10/23/2002,890.159973,896.140015,873.820007,896.140015,1593900000,896.140015
10/24/2002,896.140015,902.940002,879,882.5,1700570000,882.5
10/25/2002,882.5,897.710022,877.030029,897.650024,1340400000,897.650024
10/28/2002,897.650024,907.440002,886.150024,890.22998,1382600000,890.22998
10/29/2002,890.22998,890.640015,867.909973,882.150024,1529700000,882.150024
10/30/2002,882.150024,895.280029,879.190002,890.710022,1422300000,890.710022
10/31/2002,890.710022,898.830017,879.75,885.76001,1641300000,885.76001
11/1/2002,885.76001,903.419983,877.710022,900.960022,1450400000,900.960022
11/4/2002,900.960022,924.580017,900.960022,908.349976,1645900000,908.349976
11/5/2002,908.349976,915.830017,904.909973,915.390015,1354100000,915.390015
11/6/2002,915.390015,925.659973,905,923.76001,1674000000,923.76001
11/7/2002,923.76001,923.76001,898.679993,902.650024,1466900000,902.650024
11/8/2002,902.650024,910.109985,891.619995,894.73999,1446500000,894.73999
11/11/2002,894.73999,894.73999,874.630005,876.190002,1113000000,876.190002
11/12/2002,876.190002,894.299988,876.190002,882.950012,1377100000,882.950012
11/13/2002,882.950012,892.51001,872.049988,882.530029,1463400000,882.530029
11/14/2002,882.530029,904.27002,882.530029,904.27002,1519000000,904.27002
11/15/2002,904.27002,910.210022,895.349976,909.830017,1400100000,909.830017
11/18/2002,909.830017,915.909973,899.47998,900.359985,1282600000,900.359985
11/19/2002,900.359985,905.450012,893.090027,896.73999,1337400000,896.73999
11/20/2002,896.73999,915.01001,894.929993,914.150024,1517300000,914.150024
11/21/2002,914.150024,935.130005,914.150024,933.76001,2415100000,933.76001
11/22/2002,933.76001,937.280029,928.409973,930.549988,1626800000,930.549988
11/25/2002,930.549988,937.150024,923.309998,932.869995,1574000000,932.869995
11/26/2002,932.869995,932.869995,912.099976,913.309998,1543600000,913.309998
11/27/2002,913.309998,940.409973,913.309998,938.869995,1350300000,938.869995
11/29/2002,938.869995,941.820007,935.580017,936.309998,643460000,936.309998
12/2/2002,936.309998,954.280029,927.719971,934.530029,1612000000,934.530029
12/3/2002,934.530029,934.530029,918.72998,920.75,1488400000,920.75
12/4/2002,920.75,925.25,909.51001,917.580017,1588900000,917.580017
12/5/2002,917.580017,921.48999,905.900024,906.549988,1250200000,906.549988
12/6/2002,906.549988,915.47998,895.960022,912.22998,1241100000,912.22998
12/9/2002,912.22998,912.22998,891.969971,892,1320800000,892
12/10/2002,892,904.950012,892,904.450012,1286600000,904.450012
12/11/2002,904.450012,909.940002,896.47998,904.960022,1285100000,904.960022
12/12/2002,904.960022,908.369995,897,901.580017,1255300000,901.580017
12/13/2002,901.580017,901.580017,888.47998,889.47998,1330800000,889.47998
12/16/2002,889.47998,910.419983,889.47998,910.400024,1271600000,910.400024
12/17/2002,910.400024,911.219971,901.73999,902.98999,1251800000,902.98999
12/18/2002,902.98999,902.98999,887.820007,891.119995,1446200000,891.119995
12/19/2002,890.02002,899.190002,880.320007,884.25,1385900000,884.25
12/20/2002,884.25,897.789978,884.25,895.76001,1782730000,895.76001
12/23/2002,895.73999,902.429993,892.26001,897.380005,1112100000,897.380005
12/24/2002,897.380005,897.380005,892.289978,892.469971,458310000,892.469971
12/26/2002,892.469971,903.890015,887.47998,889.659973,721100000,889.659973
12/27/2002,889.659973,890.460022,873.619995,875.400024,758400000,875.400024
12/30/2002,875.400024,882.099976,870.22998,879.390015,1057800000,879.390015
12/31/2002,879.390015,881.929993,869.450012,879.820007,1088500000,879.820007
1/2/2003,879.820007,909.030029,879.820007,909.030029,1229200000,909.030029
1/3/2003,909.030029,911.25,903.070007,908.590027,1130800000,908.590027
1/6/2003,908.590027,931.77002,908.590027,929.01001,1435900000,929.01001
1/7/2003,929.01001,930.809998,919.929993,922.929993,1545200000,922.929993
1/8/2003,922.929993,922.929993,908.320007,909.929993,1467600000,909.929993
1/9/2003,909.929993,928.309998,909.929993,927.570007,1560300000,927.570007
1/10/2003,927.580017,932.890015,917.659973,927.570007,1485400000,927.570007
1/13/2003,927.570007,935.049988,922.049988,926.26001,1396300000,926.26001
1/14/2003,926.26001,931.659973,921.719971,931.659973,1379400000,931.659973
1/15/2003,931.659973,932.590027,916.700012,918.219971,1432100000,918.219971
1/16/2003,918.219971,926.030029,911.97998,914.599976,1534600000,914.599976
1/17/2003,914.599976,914.599976,899.02002,901.780029,1358200000,901.780029
1/21/2003,901.780029,906,887.619995,887.619995,1335200000,887.619995
1/22/2003,887.619995,889.73999,877.640015,878.359985,1560800000,878.359985
1/23/2003,878.359985,890.25,876.890015,887.340027,1744550000,887.340027
1/24/2003,887.340027,887.340027,859.710022,861.400024,1574800000,861.400024
1/27/2003,861.400024,863.950012,844.25,847.47998,1435900000,847.47998
1/28/2003,847.47998,860.76001,847.47998,858.539978,1459100000,858.539978
1/29/2003,858.539978,868.719971,845.859985,864.359985,1595400000,864.359985
1/30/2003,864.359985,865.47998,843.73999,844.609985,1510300000,844.609985
1/31/2003,844.609985,858.330017,840.340027,855.700012,1578530000,855.700012
2/3/2003,855.700012,864.640015,855.700012,860.320007,1258500000,860.320007
2/4/2003,860.320007,860.320007,840.190002,848.200012,1451600000,848.200012
2/5/2003,848.200012,861.630005,842.109985,843.590027,1450800000,843.590027
2/6/2003,843.590027,844.22998,833.25,838.150024,1430900000,838.150024
2/7/2003,838.150024,845.72998,826.700012,829.690002,1276800000,829.690002
2/10/2003,829.690002,837.159973,823.530029,835.969971,1238200000,835.969971
2/11/2003,835.969971,843.02002,825.090027,829.200012,1307000000,829.200012
2/12/2003,829.200012,832.119995,818.48999,818.679993,1260500000,818.679993
2/13/2003,818.679993,821.25,806.289978,817.369995,1489300000,817.369995
2/14/2003,817.369995,834.890015,815.030029,834.890015,1404600000,834.890015
2/18/2003,834.890015,852.869995,834.890015,851.169983,1250800000,851.169983
2/19/2003,851.169983,851.169983,838.789978,845.130005,1075600000,845.130005
2/20/2003,845.130005,849.369995,836.559998,837.099976,1194100000,837.099976
2/21/2003,837.099976,852.280029,831.47998,848.169983,1398200000,848.169983
2/24/2003,848.169983,848.169983,832.159973,832.580017,1229200000,832.580017
2/25/2003,832.580017,839.549988,818.539978,838.570007,1483700000,838.570007
2/26/2003,838.570007,840.099976,826.679993,827.549988,1374400000,827.549988
2/27/2003,827.549988,842.190002,827.549988,837.280029,1287800000,837.280029
2/28/2003,837.280029,847,837.280029,841.150024,1373300000,841.150024
3/3/2003,841.150024,852.340027,832.73999,834.809998,1208900000,834.809998
3/4/2003,834.809998,835.429993,821.960022,821.98999,1256600000,821.98999
3/5/2003,821.98999,829.869995,819,829.849976,1332700000,829.849976
3/6/2003,829.849976,829.849976,819.849976,822.099976,1299200000,822.099976
3/7/2003,822.099976,829.549988,811.22998,828.890015,1368500000,828.890015
3/10/2003,828.890015,828.890015,806.570007,807.47998,1255000000,807.47998
3/11/2003,807.47998,814.25,800.299988,800.72998,1427700000,800.72998
3/12/2003,800.72998,804.190002,788.900024,804.190002,1620000000,804.190002
3/13/2003,804.190002,832.02002,804.190002,831.900024,1816300000,831.900024
3/14/2003,831.890015,841.390015,828.26001,833.27002,1541900000,833.27002
3/17/2003,833.27002,862.789978,827.169983,862.789978,1700420000,862.789978
3/18/2003,862.789978,866.940002,857.359985,866.450012,1555100000,866.450012
3/19/2003,866.450012,874.98999,861.210022,874.02002,1473400000,874.02002
3/20/2003,874.02002,879.599976,859.01001,875.669983,1439100000,875.669983
3/21/2003,875.840027,895.900024,875.840027,895.789978,1883710000,895.789978
3/24/2003,895.789978,895.789978,862.02002,864.22998,1293000000,864.22998
3/25/2003,864.22998,879.869995,862.590027,874.73999,1333400000,874.73999
3/26/2003,874.73999,875.799988,866.469971,869.950012,1319700000,869.950012
3/27/2003,869.950012,874.150024,858.090027,868.52002,1232900000,868.52002
3/28/2003,868.52002,869.880005,860.830017,863.5,1227000000,863.5
3/31/2003,863.5,863.5,843.679993,848.179993,1495500000,848.179993
4/1/2003,848.179993,861.280029,847.849976,858.47998,1461600000,858.47998
4/2/2003,858.47998,884.570007,858.47998,880.900024,1589800000,880.900024
4/3/2003,880.900024,885.890015,876.119995,876.450012,1339500000,876.450012
4/4/2003,876.450012,882.72998,874.22998,878.849976,1241200000,878.849976
4/7/2003,878.849976,904.890015,878.849976,879.929993,1494000000,879.929993
4/8/2003,879.929993,883.109985,874.679993,878.289978,1235400000,878.289978
4/9/2003,878.289978,887.349976,865.719971,865.98999,1293700000,865.98999
4/10/2003,865.98999,871.780029,862.76001,871.580017,1275300000,871.580017
4/11/2003,871.580017,883.340027,865.919983,868.299988,1141600000,868.299988
4/14/2003,868.299988,885.26001,868.299988,885.22998,1131000000,885.22998
4/15/2003,885.22998,891.27002,881.849976,890.809998,1460200000,890.809998
4/16/2003,890.809998,896.77002,877.929993,879.909973,1587600000,879.909973
4/17/2003,879.909973,893.830017,879.200012,893.580017,1430600000,893.580017
4/21/2003,893.580017,898.01001,888.169983,892.01001,1118700000,892.01001
4/22/2003,892.01001,911.73999,886.700012,911.369995,1631200000,911.369995
4/23/2003,911.369995,919.73999,909.890015,919.02002,1667200000,919.02002
4/24/2003,919.02002,919.02002,906.690002,911.429993,1648100000,911.429993
4/25/2003,911.429993,911.429993,897.52002,898.809998,1335800000,898.809998
4/28/2003,898.809998,918.150024,898.809998,914.840027,1273000000,914.840027
4/29/2003,914.840027,924.23999,911.099976,917.840027,1525600000,917.840027
4/30/2003,917.840027,922.01001,911.700012,916.919983,1788510000,916.919983
5/1/2003,916.919983,919.679993,902.830017,916.299988,1397500000,916.299988
5/2/2003,916.299988,930.559998,912.349976,930.080017,1554300000,930.080017
5/5/2003,930.080017,933.880005,924.549988,926.549988,1446300000,926.549988
5/6/2003,926.549988,939.609985,926.380005,934.390015,1649600000,934.390015
5/7/2003,934.390015,937.219971,926.409973,929.619995,1531900000,929.619995
5/8/2003,929.619995,929.619995,919.719971,920.27002,1379600000,920.27002
5/9/2003,920.27002,933.77002,920.27002,933.409973,1326100000,933.409973
5/12/2003,933.409973,946.840027,929.299988,945.109985,1378800000,945.109985
5/13/2003,945.109985,947.51001,938.909973,942.299988,1418100000,942.299988
5/14/2003,942.299988,947.289978,935.23999,939.280029,1401800000,939.280029
5/15/2003,939.280029,948.22998,938.789978,946.669983,1508700000,946.669983
5/16/2003,946.669983,948.650024,938.599976,944.299988,1505500000,944.299988
5/19/2003,944.299988,944.299988,920.22998,920.77002,1375700000,920.77002
5/20/2003,920.77002,925.340027,912.049988,919.72998,1505300000,919.72998
5/21/2003,919.72998,923.849976,914.909973,923.419983,1457800000,923.419983
5/22/2003,923.419983,935.299988,922.539978,931.869995,1448500000,931.869995
5/23/2003,931.869995,935.200012,927.419983,933.219971,1201000000,933.219971
5/27/2003,933.219971,952.76001,927.330017,951.47998,1532000000,951.47998
5/28/2003,951.47998,959.390015,950.119995,953.219971,1559000000,953.219971
5/29/2003,953.219971,962.080017,946.22998,949.640015,1685800000,949.640015
5/30/2003,949.640015,965.380005,949.640015,963.590027,1688800000,963.590027
6/2/2003,963.590027,979.109985,963.590027,967,1662500000,967
6/3/2003,967,973.02002,964.469971,971.559998,1450200000,971.559998
6/4/2003,971.559998,987.849976,970.719971,986.23999,1618700000,986.23999
6/5/2003,986.23999,990.140015,978.130005,990.140015,1693100000,990.140015
6/6/2003,990.140015,1007.690002,986.01001,987.76001,1837200000,987.76001
6/9/2003,987.76001,987.76001,972.590027,975.929993,1307000000,975.929993
6/10/2003,975.929993,984.840027,975.929993,984.840027,1275400000,984.840027
6/11/2003,984.840027,997.47998,981.609985,997.47998,1520000000,997.47998
6/12/2003,997.47998,1002.73999,991.27002,998.51001,1553100000,998.51001
